product,name,description,availability,sku,price,year,name_for_matching,collection,keshi,metal,category,pearl_type
pearl-earrings-grace-earrings-yellow-gold,Grace Earrings - Yellow Gold,"Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt yellow gold, with two white diamonds (0.20ct). The Grace earrings feature beautiful round pearls with sparkling diamonds on a simple hook design, crafted from yellow gold.

    	
		Paspaley shepherd hook earrings featuring two, 11mm round pearls set in 18kt yellow gold, with two white diamonds (0.20ct).",In stock,C00E44YPR11,6280,2019,grace-earrings-yellow-gold,Other,FALSE,Yellow gold,Earrings,Round
pearl-earrings-keshi-pearl-studs-7mm,Keshi Pearl Studs - 7mm,"Paspaley stud earrings featuring two, 7mm baroque keshi pearls set in 18kt yellow gold. The perfect pair. Wear your Paspaley keshi pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 7mm baroque keshi pearls set in 18kt yellow gold.",In stock,C00E40YKQ07,980,2019,keshi-pearl-studs-7mm,Other,TRUE,Yellow gold,Earrings,Unsure
pearl-earrings-keshi-pearl-studs-9mm,Keshi Pearl Studs - 9mm,"Paspaley stud earrings featuring two, 9mm baroque keshi pearls set in 18kt yellow gold. The perfect pair. Wear your Paspaley keshi pearl studs from day to night.

    	
		Paspaley stud earrings featuring two, 9mm baroque keshi pearls set in 18kt yellow gold.",In stock,C00E40YKQ09,1780,2019,keshi-pearl-studs-9mm,Other,TRUE,Yellow gold,Earrings,Unsure
pearl-earrings-lavalier-earrings-circle-white-gold,Lavalier Earrings Circlé - White Gold,"Paspaley earrings featuring two loose 12mm circlé pearls in 18kt white gold. These nautically inspired Lavalier earrings feature distinctive Paspaley circlé pearls encased in a white gold mesh net.

    	
		Paspaley earrings featuring two loose 12mm circlé pearls in 18ct white gold.",In stock,DH14E20WC,5660,2019,lavalier-earrings-circle-white-gold,Lavalier,FALSE,White gold,Earrings,Unsure
pearl-earrings-lavalier-earrings-circle-yellow-gold,Lavalier Earrings Circlé - Yellow Gold,"Paspaley earrings featuring two loose 12mm circlé pearls in 18kt yellow gold. These nautically inspired Lavalier earrings feature distinctive Paspaley circlé pearls encased in a yellow gold mesh net.

    	
		Paspaley earrings featuring two loose 12mm circlé pearls in 18ct yellow gold.",In stock,DH14E20YC,5660,2019,lavalier-earrings-circle-yellow-gold,Lavalier,FALSE,Yellow gold,Earrings,Unsure
pearl-earrings-lavalier-noir-diamond-hero-earrings,Lavalier Noir Diamond Hero Earrings,"Paspaley earrings featuring two, 10mm drop pearls and 214 white diamonds (6.54ct) set in 18kt white gold. Our latest Lavalier earrings capture the wild essence of the sea - combining luminous Paspaley pearls with iridescent mother-of-pearl in fluid droplet shapes. This design combines white gold with exceptional white diamonds.

    	
		Paspaley earrings featuring two, 10mm drop pearls and 214 white diamonds (6.54ct) set in 18kt white gold.",Out of stock,H18AE35WC16W,37780,2019,lavalier-noir-diamond-hero-earrings,Lavalier,FALSE,White gold,Earrings,Drop
pearl-earrings-lavalier-noir-earrings-black-opal,Lavalier Noir Earrings - Black Opal,"Paspaley earrings featuring two, 10mm drop pearls in 18kt white gold with 36 black opals (1.90ct), mother of pearl and 142 white diamonds (0.74ct). Our latest Lavalier earrings capture the wild essence of the sea - combining luminous Paspaley pearls with iridescent mother-of-pearl in fluid droplet shapes. This design combines white gold with exceptional black opals.

    	
		Paspaley earrings featuring two, 10mm drop pearls in 18kt white gold with 36 black opals (1.90ct), mother of pearl and 142 white diamonds (0.74ct).",Out of stock,H18AE34WC16W,42780,2019,lavalier-noir-earrings-black-opal,Lavalier,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-lavalier-noir-earrings-rose-gold,Lavalier Noir Earrings - Rose Gold,"Paspaley earrings featuring two, 10mm drop pearls in 18kt rose gold with black mother of pearl and 142 white diamonds (0.73ct). Our latest Lavalier earrings capture the wild essence of the sea - combining luminous Paspaley pearls with iridescent mother-of-pearl in fluid droplet shapes. This design combines rose gold with black mother-of-pearl.

    	
		Paspaley earrings featuring two, 10mm drop pearls in 18kt rose gold with black mother of pearl and 142 white diamonds (0.73ct).",In stock,H18AE33RC16R,22780,2019,lavalier-noir-earrings-rose-gold,Lavalier,FALSE,Rose gold,Earrings,Mother of pearl
pearl-earrings-lavalier-opal-hero-earrings-rose-gold,Lavalier Opal Hero Earrings - Rose Gold,"Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Paspaley keshi pearl. These nautically inspired Lavalier earrings feature distinctive Paspaley Round pearls encased in a rose gold mesh net.

    	
		Paspaley Lavalier earrings featuring two round pearls and combining beautiful rose gold, opals and white diamonds, complete with a rare Papsaley keshi pearl.",In stock,DH15E30RPR,14860,2019,lavalier-opal-hero-earrings-rose-gold,Lavalier,TRUE,Rose gold,Earrings,Round
pearl-earrings-maxima-black-studs-white-gold,Maxima Black Studs - White Gold,"Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct). The Maxima studs feature iridescent black mother-of-pearl, with flashes of pink and green offset by a delicate diamond trim.

    	
		Paspaley studs featuring black mother-of-pearl set in 18kt white gold, with 68 white diamonds (0.15ct).",Out of stock,W17E01W,2680,2019,maxima-black-studs-white-gold,Maxima,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-maxima-irukandji-earrings-white-gold,Maxima Irukandji Earrings - White Gold,"Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct). Perfect for every day, these Maxima Irikangi earrings boast a contemporary design, with rainbow iridescence from every angle.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt white gold with 16 white diamonds (0.07ct).",In stock,W15E04W,1980,2019,maxima-irukandji-earrings-white-gold,Maxima,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-maxima-opal-chandelier-earring-enhancer,Maxima Opal Chandelier Earring Enhancer,"Paspaley Maxima Earring Accessories in 18kt Rose Gold with 6 Australian Solid White Crystal Opals (3.90ct), Mother of Pearl and 132 White Diamonds (1.65ct). This versatile collection allows the wearer to create unique looks. These Maxima earrings can be adapted by simply changing the earring clip. Featuring iridescent opals set in rose gold and sparkling diamonds, tones are reminiscent of a Kimberley sunset. Pearl studs sold separately.

    	
		Paspaley Maxima Earring Accessories in 18kt Rose Gold with 6 Australian Solid White Crystal Opals (3.90ct), Mother of Pearl and 132 White Diamonds (1.65ct).",In stock,W18AE05R,19800,2019,maxima-opal-chandelier-earring-enhancer,Maxima,FALSE,Other,Earrings,Mother of pearl
pearl-earrings-maxima-pearl-earrings-white-gold,Maxima Pearl Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct). Inspired by the movement of the ocean, these earrings combine iridescent mother-of-pearl and Paspaley pearls. With the ability to remove the chain and pearls, these earrings are incredibly versatile, perfect for day or night.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold, with mother-of-pearl and 66 white diamonds (0.40ct).",Out of stock,W15E05WPR12,10800,2019,maxima-white-gold,Maxima,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-maxima-pearls-my-way-earrings-yellow-gold,Maxima Pearls My Way Earrings - Yellow Gold,"Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct). The Maxima clips feature rainbow-flecked mother-of-pearl, complemented by a delicate trim of diamonds. Just add your favourite Paspaley pearls or mother-of-pearl pendants.

    	
		Paspaley earrings featuring two 13mm round pearls set in 18kt yellow gold, with mother-of-pearl and 88 white diamonds (0.35ct).",In stock,DW17E03YPR13,11460,2019,maxima-pearls-my-way-earrings-yellow-gold,Maxima,FALSE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-maxima-pearls-my-way-rose-gold,Maxima Pearls My Way – Rose Gold,"Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold. The Maxima clips feature rainbow-flecked opals, complemented by rose gold and sparkling diamonds. Just add your favourite Paspaley pearls to create your unique look.

    	
		Paspaley earrings featuring two, 13mm round pearls, with two Australian opals and 14 white diamonds (0.10ct), set in 18kt rose gold.",Out of stock,DW18E05RPR13,13460,2019,maxima-pearls-my-way-rose-gold,Maxima,FALSE,Rose gold,Earrings,Round
pearl-earrings-maxima-stud-earrings-yellow-gold,Maxima Stud Earrings - Yellow Gold,"Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold. These versatile Maxima mother-of-pearl stud earrings are the perfect complement to your Paspaley pearl jewellery.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt yellow gold.",In stock,W15E01Y,1080,2019,maxima-stud-earrings-yellow-gold,Maxima,FALSE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-maxima-studs-rose-gold,Maxima Studs – Rose Gold,"Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold. The Maxima studs feature iridescent opals, set in rose gold with sparkling diamonds; tones are reminiscent of a Kimberley sunset.

    	
		Paspaley earrings with two Australian opals (1.30ct) and 14 white diamonds (0.07ct), set in 18kt rose gold.",In stock,W18E06R,4480,2019,maxima-studs-rose-gold,Maxima,FALSE,Rose gold,Earrings,Unsure
pearl-earrings-maxima-studs-white-gold,Maxima Studs - White Gold,"Paspaley earrings featuring mother-of-pearl set in 18kt white gold. These versatile Maxima mother-of-pearl stud earrings are the perfect complement to your Paspaley pearl jewellery.

    	
		Paspaley earrings featuring mother-of-pearl set in 18kt white gold.",In stock,W15E01W,1080,2019,maxima-studs-white-gold,Maxima,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-megisti-lapis-earrings,MEGISTI LAPIS EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with lapis and 104 white diamonds (0.60ct). Drawing inspiration from the Kimberley’s geometric rock formations, these earrings showcase versatility and can be worn to show either Paspaley mother-of-pearl or lapis lazuli.

    	
		Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with lapis and 104 white diamonds (0.60ct).",In stock,DA19E02YAE11Y,10760,2019,megisti-lapis-earrings,Megisti,FALSE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-megisti-lapis-hoop-earrings,MEGISTI LAPIS HOOP EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl and lapis lazuli with 38 blue sapphires (0.80ct), set in 18kt yellow gold with 188 white diamonds (0.80ct). Inspired by the radiance of a Kimberley sunrise, these statement earrings combine Paspaley mother-of-pearl with lapis lazuli and sapphires.

    	
		Paspaley Megisti earrings featuring mother-of-pearl and lapis lazuli with 38 blue sapphires (0.80ct), set in 18kt yellow gold with 188 white diamonds (0.80ct).",Out of stock,A19E14Y,34800,2019,megisti-lapis-hoop-earrings,Megisti,FALSE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-megisti-pearl-earrings-yellow-gold,MEGISTI PEARL EARRINGS - YELLOW GOLD,"Paspaley Megisti earrings featuring Paspaley pearls with white diamonds set in 18kt yellow gold. A future heirloom, the Megisti pearl earrings combine the raw beauty of Paspaley pearls with the sparkling brilliance of white diamonds.

    	
		Paspaley Megisti earrings featuring Paspaley pearls with white diamonds set in 18kt yellow gold.",In stock,A19AE03YPD14,17080,2019,megisti-yellow-gold,Other,FALSE,Yellow gold,Earrings,Unsure
pearl-earrings-megisti-pink-opal-earrings,MEGISTI PINK OPAL EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with pink opal and 104 white diamonds (0.60ct). Drawing inspiration from the Kimberley’s geometric rock formations, these earrings showcase versatility and can be worn to show either Paspaley mother-of-pearl or pink opal.

    	
		Paspaley Megisti earrings featuring mother-of-pearl set in 18kt yellow gold, with pink opal and 104 white diamonds (0.60ct).",In stock,DA19E02YAE31Y,10760,2019,megisti-pink-opal-earrings,Megisti,FALSE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-megisti-turquoise-earrings,MEGISTI TURQUOISE  EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl set in 18kt white gold, with tourquoise and 104 white diamonds (0.60ct). Drawing inspiration from the Kimberley’s geometric rock formations, these earrings showcase versatility and can be worn to show either Paspaley mother-of-pearl or turquoise.

    	
		Paspaley Megisti earrings featuring mother-of-pearl set in 18kt white gold, with tourquoise and 104 white diamonds (0.60ct).",In stock,DA19E02WAE21W,10760,2019,megisti-turquoise-earrings,Megisti,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-megisti-turquoise-hoop-earrings,MEGISTI TURQUOISE HOOP EARRINGS,"Paspaley Megisti earrings featuring mother-of-pearl and turquoise with 224 white diamonds (1.40ct), set in 18kt white gold. Inspired by the radiance of a Kimberley sunrise, these statement earrings combine Paspaley mother-of-pearl with turquoise and diamonds.

    	
		Paspaley Megisti earrings featuring mother-of-pearl and turquoise with 224 white diamonds (1.40ct), set in 18kt white gold.",Out of stock,A19E24W,38800,2019,megisti-turquoise-hoop-earrings,Megisti,FALSE,White gold,Earrings,Mother of pearl
pearl-earrings-monsoon-budding-flower-earrings-white-gold,Monsoon Budding Flower Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct). Celebrating the vibrancy of The Kimberley’s tropical environment, these earrings feature rich green tsavorites and luminous Paspaley pearls. Each piece is intricately crafted with three-dimensional flower buds, to encase a rare pearl.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt white gold, with 64 white diamonds (0.44ct) and 396 tsavorites (4.92ct).",Out of stock,Y18E06WPD10,26800,2019,monsoon-budding-flower-earrings-white-gold,Monsoon,FALSE,White gold,Earrings,Oval
pearl-earrings-monsoon-budding-flower-earrings-yellow-gold,Monsoon Budding Flower Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct). Taking inspiration from the native wildflowers of northern Australia's wetlands, these earrings capture the gradual progression of bloom. Each handcrafted petal is designed to move and reveals a beautiful pearl hidden inside.

    	
		Paspaley Monsoon earrings featuring 2, 10mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 393 yellow diamonds and 64 white diamonds (5.36ct).",Out of stock,Y18E07YPD10,48800,2019,monsoon-budding-flower-earrings-yellow-gold,Monsoon,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-monsoon-chandelier-earrings-white-gold,Monsoon Chandelier Earrings - White Gold,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct) Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct)",Out of stock,Y18E02WPR10,29800,2019,monsoon-chandelier-earrings-white-gold,Monsoon,FALSE,White gold,Earrings,Oval
pearl-earrings-monsoon-chandelier-earrings-yellow-gold,Monsoon Chandelier Earrings - Yellow Gold,"Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct). Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with diamonds and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 Yellow Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls and 308 White Diamonds (3.03ct).",Out of stock,Y18E02YPR10,29800,2019,monsoon-chandelier-earrings-yellow-gold,Monsoon,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-monsoon-cicada-earrings-white-gold,Monsoon Cicada Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct). Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt white gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,Y18E30WPD13,32800,2019,monsoon-cicada-earrings-white-gold,Monsoon,FALSE,White gold,Earrings,Oval
pearl-earrings-monsoon-cicada-earrings-yellow-gold,Monsoon Cicada Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct). Showcasing exceptional craftsmanship, the delicately crafted wings of these earrings can be worn closed or open, to reveal a Paspaley pearl hidden beneath.

    	
		Paspaley Monsoon earrings featuring 2, 13mm oval drop Australian South Sea pearls set in 18kt yellow gold, with 4 emeralds and 574 white diamonds (3.25ct).",Out of stock,Y18E30YPD13,32800,2019,monsoon-cicada-earrings-yellow-gold,Monsoon,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-monsoon-double-petal-earrings-white-gold,Monsoon Double Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct). These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 247 white diamonds (1.71ct).",In stock,DY18E03WKQ09,23080,2019,monsoon-double-petal-earrings-white-gold,Monsoon,TRUE,White gold,Earrings,Unsure
pearl-earrings-monsoon-double-petal-earrings-yellow-gold,Monsoon Double Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct). These earrings capture the rebirth of nature after monsoonal rains. Delicate petals sparkle with diamonds, while each one has been handcrafted to drip with keshi pearls.

    	
		Paspaley Monsoon earrings featuring 4, 8-9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 247 white diamonds (1.71ct).",In stock,DY18E03YKQ09,23080,2019,monsoon-double-petal-earrings-yellow-gold,Monsoon,TRUE,Yellow gold,Earrings,Unsure
pearl-earrings-monsoon-earring-enhancer-white-gold,Monsoon Earring Enhancer - White Gold,"Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct). Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 White Gold with 33 White Diamonds (0.33ct).",In stock,DY18AE01W,1980,2019,monsoon-earring-enhancer-white-gold,Monsoon,FALSE,White gold,Earrings,Unsure
pearl-earrings-monsoon-earring-enhancer-yellow-gold,Monsoon Earring Enhancer - Yellow Gold,"Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct). Enhance your Paspaley pearl stud earrings with these special diamond-encrusted wildflower petals. Personalise the look by wearing as a pair or individually. Pearl stud sold separately.

    	
		Paspaley Monsoon Earring Accessory in 750 Yellow Gold with 33 White Diamonds (0.33ct).",In stock,DY18AE01Y,1980,2019,monsoon-earring-enhancer-yellow-gold,Monsoon,FALSE,Yellow gold,Earrings,Unsure
pearl-earrings-monsoon-single-petal-earrings-white-gold,Monsoon Single Petal Earrings - White Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct). Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt white gold, with 151 white diamonds (0.96ct).",In stock,DY18E04WKQ09,15560,2019,monsoon-single-petal-earrings-white-gold,Monsoon,TRUE,White gold,Earrings,Unsure
pearl-earrings-monsoon-single-petal-earrings-yellow-gold,Monsoon Single Petal Earrings - Yellow Gold,"Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct). Reflecting the rebirth of nature after monsoonal rains, these delicate petals sparkle with diamonds. Each one is specially handcrafted to house a keshi pearl inside.

    	
		Paspaley Monsoon earrings featuring 2, 9mm keshi baroque Australian South Sea pearls set in 18kt yellow gold, with 151 white diamonds (0.96ct).",In stock,DY18E04YKQ09,15560,2019,monsoon-single-petal-earrings-yellow-gold,Monsoon,TRUE,Yellow gold,Earrings,Unsure
pearl-earrings-monsoon-tsavorite-chandelier-earrings,Monsoon Tsavorite Chandelier Earrings,"Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct) Embodying the abundance that follows monsoonal rains, these chandelier earrings glisten with lucious jungle green gemstones and drip with pearls.

    	
		Paspaley Monsoon Earrings in 750 White Gold with 4, 10mm Round, 2, 10mm Oval Australian South Sea Pearls, 106 White Diamonds (0.92ct) and 200 Tsavorites (2.36ct)",Out of stock,Y18E05WPR10,29800,2019,monsoon-tsavorite-chandelier-earrings,Monsoon,FALSE,Other,Earrings,Oval
pearl-earrings-pearls-my-way-10mm-circle-earrings-yellow-gold,Pearls My Way 10mm Circle Earrings - Yellow Gold,"Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct). Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 10mm circle pearls set in 18kt yellow gold, with six white diamonds (0.02ct).",In stock,DC16E02YPC10,2460,2019,pearls-my-way-10mm-circle-earrings-yellow-gold,Pearls My Way,FALSE,Yellow gold,Earrings,Circle
pearl-earrings-pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way 10mm Oval Earrings - White Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt white gold with 12 white diamonds (0.04ct)",In stock,DC16E02WPO10,4060,2019,pearls-my-way-10mm-oval-earrings-white-gold,Pearls My Way,FALSE,White gold,Earrings,Oval
pearl-earrings-pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way Diamond Earrings 10mm Oval - Yellow Gold,"Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 10mm oval pearls set in 18kt yellow gold with 30 white diamonds (0.23ct)",In stock,DC16E05YPO10,5460,2019,pearls-my-way-diamond-earrings-10mm-oval-yellow-gold,Pearls My Way,FALSE,Yellow gold,Earrings,Oval
pearl-earrings-pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way Diamond Earrings 12mm Oval - White Gold,"Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct). Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two 12mm oval pearls set in 18kt white gold, with 30 white diamonds (0.23ct).",In stock,DC16E05WPO12,5960,2019,pearls-my-way-diamond-earrings-12mm-oval-white-gold,Pearls My Way,FALSE,White gold,Earrings,Oval
pearl-earrings-pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way Pave Earrings 13mm Round - White Gold,"Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct) Pearls My Way allows you to tailor your look, choose your favourite Paspaley pearls from a range of shapes and sizes then select accompanying earrings hooks. Your pearls, your way.

    	
		Paspaley earrings featuring two, 13mm round pearls set in 18kt white gold with 72 white diamonds (0.65ct)",In stock,DC16E06WPR13,11960,2019,pearls-my-way-pave-earrings-13mm-round-white-gold,Pearls My Way,FALSE,White gold,Earrings,Round
pearl-earrings-rockpool-clam-shell-earrings-white-gold,Rockpool Clam Shell Earrings - White Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl. These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt white gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,DC16E06WX17AE11,14860,2019,rockpool-clam-shell-earrings-white-gold,Rockpool,TRUE,White gold,Earrings,Mother of pearl
pearl-earrings-rockpool-clam-shell-earrings-yellow-gold,Rockpool Clam Shell Earrings - Yellow Gold,"Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl. These beautiful earrings feature hidden keshi pearls that only the wearer knows exist. Each piece of hand-carved mother-of-pearl is covered with diamonds, mimicking grains of sand that naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 5mm keshi baroque pearls set in 18kt yellow gold, with 278 white diamonds (1.76ct) and mother-of-pearl.",In stock,DC16E06YX17AE11,14860,2019,rockpool-clam-shell-earrings-yellow-gold,Rockpool,TRUE,Yellow gold,Earrings,Mother of pearl
pearl-earrings-rockpool-cluster-earrings-platinum,Rockpool Cluster Earrings - Platinum,"Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct). These earrings feature exceptionally rare keshi pearls – of which only a small quantity is discovered each year. As an added touch, these triple keshi pearl studs also boast a rare trillion cut diamond at the centre.

    	
		Paspaley earrings featuring six, 6mm keshi baroque pearls set in platinum with two white diamonds (0.37ct).",In stock,X17E13PKQ06,8880,2019,rockpool-cluster-earrings-platinum,Rockpool,TRUE,Platinum,Earrings,Unsure
pearl-earrings-rockpool-paraiba-earrings-platinum,Rockpool Paraiba Earrings - Platinum,"Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct). At the centre of these earrings is one of the rarest gemstones on the planet, surounded by beautiful pearl each set with the ability to quiver and rest softly on the body.

    	
		Paspaley earrings featuring 14, 7-9mm keshi baroque pearls set in platinum, with 2 Paraiba tourmalines (7.86ct) and 197 white diamonds (1.89ct).",Out of stock,X17E12PKQ09,68800,2019,rockpool-paraiba-earrings-platinum,Rockpool,TRUE,Platinum,Earrings,Unsure
pearl-earrings-rockpool-pave-shell-earrings-white-gold,Rockpool Pave Shell Earrings - White Gold,"Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct). These earrings feature two perfectly matched, round Paspaley pearls, combined with seashells covered in pave-set diamonds that feel like the grains of sand that would naturally cover shells on the beach.

    	
		Paspaley earrings featuring two, 12mm round pearls set in 18kt white gold with 724 white diamonds (2.70ct).",Out of stock,X17E10WPR12,29800,2019,rockpool-pave-shell-earrings-white-gold,Rockpool,FALSE,White gold,Earrings,Round
